Gene ID;Entrez Gene ID;Gene Symbol;Gene Name;Organism;Unigene ID;Ensembl ID;UniProt ID;Alias;Lifespan Effect;Phenotype Description;Longevity Influence;Max Lifespan Change;Avg Lifespan Change;Method;Bibliographic reference
395;16591;Kl;Klotho;Mus musculus;Mm.6500;ENSMUSG00000058488;O35082;alpha-kl;decrease;Disruption results in infertility and signs of premature ageing such as a short lifespan, arteriosclerosis, skin atrophy, osteoporosis, and emphysema.;pro;;;Knockout;20: Kuro-o et al. (1997) "Mutation of the mouse klotho gene leads to a syndrome resembling ageing."  Nature 390(6655):45-51 (9363890)
1970;175404;klf-1;Kruppel-Like Factor (zinc finger protein);Caenorhabditis elegans;10394;;;;increase;Ectopic expression of klf-1 in worms, performed in a transgenic line carrying an intestine-specific construct and resulting in a modest level of overexpression, extends lifespan by approximately 15%. This effect is wwp-1 dependent.;pro;;15;Overexpression;3478: Carrano et al. (2014) "A Krüppel-like factor downstream of the E3 ligase WWP-1 mediates dietary-restriction-induced longevity in Caenorhabditis elegans."  Nat Commun 5:3772 (24805825)
907;177557;klo-1;hypothetical protein;Caenorhabditis elegans;;C50F7.10;;;decrease;15% mean lifespan decrease, 20 maximal lifespan decrease;pro;;15;RNA interference in adults;2427: Château et al. (2010) "Klotho interferes with a novel FGF-signalling pathway and insulin/Igf-like signalling to improve longevity and stress resistance in Caenorhabditis elegans."  Aging (Albany NY) 2(9):567-581 (20844315)
916;184000;klo-2;hypothetical protein;Caenorhabditis elegans;;E02H9.5;;;decrease;15% mean lifespan decrease, 20 maximal lifespan decrease;pro;20;15;RNA interference in adults;2427: Château et al. (2010) "Klotho interferes with a novel FGF-signalling pathway and insulin/Igf-like signalling to improve longevity and stress resistance in Caenorhabditis elegans."  Aging (Albany NY) 2(9):567-581 (20844315)
1913;40680;kra;krasavietz;Drosophila melanogaster;;;;;increase;Transgenic expression of ECP (KRA) results in decreased median lifespan by 25% for males and 6% for females, while knockdown of ECP (RNA interference) results in an increased median lifespan by 18-25% in males and 16-21% in female flies. ;anti;;25;RNA interference;3521: Wang et al. (2014) "Knockdown expression of eukaryotic initiation factor 5 C-terminal domain containing protein extends lifespan in Drosophila melanogaster."  Biochem. Biophys. Res. Commun. 446(2):465-469 (24613847)
396;191275;kri-1;human KRIT 1 (Krev interaction trapped/cerebral cavernous malformation 1) homolog;Caenorhabditis elegans;Cel.25055;ZK265.1;;;decrease;RNA interference suppressed glp-1 life-extension but did not shorten lifespan of wildtype strains.;pro;;;RNA interference;2315: Berman and Kenyon (2006) "Germ-cell loss extends C. elegans life span through regulation of DAF-16 by kri-1 and lipophilic-hormone signaling."  Cell 124(5):1055-1068 (16530050)
1988;2539653;ksp1;serine/threonine protein kinase Ksp1 (predicted);Schizosaccharomyces pombe;;;;ppk20;increase;Deletion of Ksp1 increases chronological lifespan.;anti;;;Deletion;3555: Rallis et al. (2014) "Systematic screen for mutants resistant to TORC1 inhibition in fission yeast reveals genes involved in cellular ageing and growth."  Biol Open 3(2):161-171 (24463365)
397;852931;KSS1;Kss1p;Saccharomyces cerevisiae;;YGR040W;;;decrease;Deletion resulted in increased sensitivity to heat shock and oxidative stress and a 33% reduction in median lifespan.;fitness;;33;Deletion;1845: Yan et al. (2007) "Type 5 adenylyl cyclase disruption increases longevity and protects against stress."  Cell 130(2):247-258 (17662940)
861;42063;kuk;kugelkern;Drosophila melanogaster;;FBgn0038476;;CG5175 char Dmel\CG5175 Kuk kuk/char;decrease;Overexpression of kugelkern in the adult muscle resulted in a 60% reduction of mean life span.;anti;;;Overexpression;2403: Brandt et al. (2008) "The farnesylated nuclear proteins KUGELKERN and LAMIN B promote aging-like phenotypes in Drosophila flies."  Aging Cell 7(4):541-551 (18494863)
2225;180883;kynu-1;kynu-1;Caenorhabditis elegans;;;;;increase;Downregulation of kynu-1 in worms extended lifespan by 38% at 25 degrees celcius and 31% at 15 degrees celcius. Functional decline was also delayed. Additionally, kynu-1 downregulation increased brood size at 25 degrees celcius and also slightly delayed paralysis in amyloid beta worms. ;anti;;38;RNA interference;4767: Sutphin et al. (2017) "Caenorhabditis elegans orthologs of human genes differentially expressed with age are enriched for determinants of longevity."  Aging Cell 16(4):672-682 (28401650)
198;249462;l(3)DTS3;lethal (3) DTS3;Drosophila melanogaster;;;;DTS-3 L(3)3[DTS] l(3)3[DTS];increase;Female, but not male, heterozygous mutants display a 42% increase in mean lifespan.;anti;;42;Mutation;2288: Simon et al. (2003) "Steroid control of longevity in Drosophila melanogaster."  Science 299(5611):1407-1410 (12610309)
862;46260;l(3)neo18;l(3)neo18;Drosophila melanogaster;;FBgn0011455;;CG9762 Dmel\CG9762;increase;In females, RNAi increased mean life span by 14-18% when done both during development and adulthood in the whole organism and by 8-24% when done in the neurons. In males, the effect is more variable. A consistent increase (8-18%) was however observed for whole organism RNAi, in adults.;anti;;24;RNA interference;2389: Copeland et al. (2009) "Extension of Drosophila life span by RNAi of the mitochondrial respiratory chain."  Curr. Biol. 19(19):1591-1598 (19747824)
398;856386;LAG1;Ceramide synthase component;Saccharomyces cerevisiae;;YHL003C;;;increase;Deletion increased mean and maximum lifespan by approximately 50%.;anti;50;50;Deletion;2249: D'mello et al. (1994) "Cloning and characterization of LAG1, a longevity-assurance gene in yeast."  J. Biol. Chem. 269(22):15451-15459 (8195187)
399;854133;LAG2;Lag2p;Saccharomyces cerevisiae;;YOL025W;;ECM36;increase;Overexpression extended mean and maximum lifespan by 36% and 54%, respectively.;pro;54;36;Overexpression;2316: Childress et al. (1996) "LAG2, a gene that determines yeast longevity."  Microbiology (Reading, Engl.) 142 ( Pt 8):2289-2297 (8760941)
951;189370;lagr-1;LAG1 (yeast Longevity-Assurance Gene) Related ;Caenorhabditis elegans;;Y6B3B.10;;;decrease;RNAi caused 10% mean LS decrease;pro;;10;RNA interference;2442: Tedesco et al. (2008) "Genetic analysis of hyl-1, the C. elegans homolog of LAG1/LASS1."  Age (Dordr) 30(1):43-52 (19424872)
417;172499;lars-2;Leucyl Amino-acyl tRNA Synthetase;Caenorhabditis elegans;Cel.16138;ZK524.3;;;increase;A mutation that impaired mitochondrial function was associated with a longer lifespan.;anti;;;Mutation;2235: Lee et al. (2003) "A systematic RNAi screen identifies a critical role for mitochondria in C. elegans longevity."  Nat. Genet. 33(1):40-48 (12447374)
1244;853384;LAS21;Local Anestheticum Sensitive;Saccharomyces cerevisiae;;YJL062W;;GPI7;decrease;Mean chronological lifespan decreased in the a strain ;fitness;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
400;855653;LAT1;Dihydrolipoamide acetyltransferase component (E2) of pyruvate dehydrogenase complex, which catalyzes;Saccharomyces cerevisiae;;YNL071W;;ODP2 PDA2;increase;Deletion abolished the lifespan extension conferred by calorie restriction. Overexpression extended mean lifespan by 20%, did not further extend lifespan under CR, and was not dependent on the Sir2 family. Overexpression also extended cell survival during prolonged culture at stationary phase.;pro;;20;Overexpression;2317: Easlon et al. (2007) "The dihydrolipoamide acetyltransferase is a novel metabolic longevity factor and is required for calorie restriction-mediated life span extension."  J. Biol. Chem. 282(9):6161-6171 (17200108)
401;179161;lbp-4;Lipid Binding Protein;Caenorhabditis elegans;Cel.2989;ZK742.5;;;decrease;RNA interference resulted in decreased lifespan and earlier accumulation of lipofuscin.;pro;;;RNA interference;2290: Ha et al. (2006) "Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis."  Proteomics 6(11):3339-3351 (16673436)
402;172390;lbp-6;Lipid Binding Protein;Caenorhabditis elegans;Cel.30369;W02D3.5;;;increase;Post developmental RNAi led to a 20% increase in mean lifespan.;anti;;20;RNA interference;2425: Ayyadevara et al. (2009) "Caenorhabditis elegans PI3K mutants reveal novel genes underlying exceptional stress resistance and lifespan."  Aging Cell 8(6):706-725 (19764929)
402;172390;lbp-6;Lipid Binding Protein;Caenorhabditis elegans;Cel.30369;W02D3.5;;;decrease;RNA interference resulted in decreased lifespan and earlier accumulation of lipofuscin.;pro;;;RNA interference;2290: Ha et al. (2006) "Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis."  Proteomics 6(11):3339-3351 (16673436)
403;191701;lbp-7;Lipid Binding Protein;Caenorhabditis elegans;Cel.2988;T22G5.2;;;increase;RNA interference resulted in life extension.;anti;;;RNA interference;315: Murphy et al. (2003) "Genes that act downstream of DAF-16 to influence the lifespan of Caenorhabditis elegans."  Nature 424(6946):277-283 (12845331)
1882;188761;lbp-8;Lipid Binding Protein;Caenorhabditis elegans;.27782;;;;increase;RNA interference (or mutation/deletion) of lbp-8 suppresses the lifespan extension in the lipl-4 transgenic model and does not affect the WT lifespan. Contrastly, constitutive transgenic expression of lbp-8 results in a 30% increase in mean lifespan compared to WT and improved maintenance of physical activity with age. ;pro;22;30;Overexpression;3505: Folick et al. (2015) "Aging. Lysosomal signaling molecules regulate longevity in Caenorhabditis elegans."  Science 347(6217):83-86 (25554789)
404;178686;lbp-9;Lipid Binding Protein;Caenorhabditis elegans;Cel.6758;Y40B10A.1;;;decrease;RNA interference resulted in decreased lifespan and earlier accumulation of lipofuscin.;pro;;;RNA interference;2290: Ha et al. (2006) "Caenorhabditis elegans as a screening tool for the endothelial cell-derived putative aging-related proteins detected by proteomic analysis."  Proteomics 6(11):3339-3351 (16673436)
863;37482;LBR;Lamin B receptor;Drosophila melanogaster;;FBgn0034657;;CG17952 dLBR Dmel\CG17952;decrease;Overexpression of lamin B receptor in the adult muscle and in the abdominal fat body, resulted in a 54% and respectively 46% reduction of mean life span.;anti;;;Overexpression;2403: Brandt et al. (2008) "The farnesylated nuclear proteins KUGELKERN and LAMIN B promote aging-like phenotypes in Drosophila flies."  Aging Cell 7(4):541-551 (18494863)
1512;853307;LCB3;Long-Chain Base;Saccharomyces cerevisiae;;YJL134W;;LBP1 YSR2;increase;Mean replicative lifespan increased in the alpha and a strain ;anti;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1356;856051;LCL1;Long Chronological Lifespan;Saccharomyces cerevisiae;;YPL056C;;;increase;Mean chronological lifespan strongly increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1411;850794;LCL2;Long Chronological Lifespan 2;Saccharomyces cerevisiae;;YLR104W;;;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
1410;852795;LCL3;Long Chronological Lifespan 3;Saccharomyces cerevisiae;;YGL085W;;;increase;Mean chronological lifespan increased in the a strain ;anti;;;Deletion;2501: Matecic et al. (2010) "A microarray-based genetic screen for yeast chronological aging factors."  PLoS Genet. 6(4):e1000921 (20421943)
405;181292;ldb-1;LIM domain Binding Protein;Caenorhabditis elegans;Cel.17941;F58A3.1;;;decrease;RNA interference resulted in decreased lifespan and earlier accumulation of lipofuscin.;pro;;;RNA interference;2253: Oh et al. (2006) "Identification of direct DAF-16 targets controlling longevity, metabolism and diapause by chromatin immunoprecipitation."  Nat. Genet. 38(2):251-257 (16380712)
1079;850351;LDB16;Low Dye Binding;Saccharomyces cerevisiae;;YCL005W;;;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
1080;854500;LDB19;Low Dye Binding;Saccharomyces cerevisiae;;YOR322C;;ART1;decrease;Mean replicative lifespan decreased in the alpha and a strain ;fitness;;;Deletion;2500: Fabrizio et al. (2010) "Genome-wide screen in Saccharomyces cerevisiae identifies vacuolar protein sorting, autophagy, biosynthetic, and tRNA methylation genes involved in life span regulation."  PLoS Genet. 6(7):e1001024 (20657825)
406;175058;lem-2;LEM domain protein;Caenorhabditis elegans;Cel.14238;W01G7.5;;;decrease;RNA interference resulted in a shortened lifespan.;pro;;;RNA interference;1581: Haithcock et al. (2005) "Age-related changes of nuclear architecture in Caenorhabditis elegans."  Proc. Natl. Acad. Sci. U.S.A. 102(46):16690-16695 (16269543)
953;174462;let-23;LEThal ;Caenorhabditis elegans;;ZK1067.1;;;increase;Let-23 mutants (gain-of-function) survive more robustly in middle adulthood (29% increase of median lifespan, 9% increase of maximum lifespan. ;pro;9;29;Mutation;2440: Iwasa et al. (2010) "Novel EGF pathway regulators modulate C. elegans healthspan and lifespan via EGF receptor, PLC-gamma, and IP3R activation."  Aging Cell 9(4):490-505 (20497132)
953;174462;let-23;LEThal ;Caenorhabditis elegans;;ZK1067.1;;;decrease;Let-23 mutants (reduction-of-function) survive less robustly in middle adulthood than matched wild type controls (19% decrease of median lifespan, 8% decrease of maximum lifespan);pro;8;19;Mutation;2440: Iwasa et al. (2010) "Novel EGF pathway regulators modulate C. elegans healthspan and lifespan via EGF receptor, PLC-gamma, and IP3R activation."  Aging Cell 9(4):490-505 (20497132)
32;172167;let-363;LEThal;Caenorhabditis elegans;;B0261.2;TOR_CAEEL;;increase;RNA interference extends lifespan by about 150%.;anti;;150;RNA interference;1319: Vellai et al. (2003) "Genetics: influence of TOR kinase on lifespan in C. elegans."  Nature 426(6967):620 (14668850)
1906;178970;let-418;Protein let-418;Caenorhabditis elegans;.16862;;;;increase;LET-418 worm mutants (loss-of-function mutation) display an increased lifespan and stress resistance to stress in a daf-16-dependent manner.;anti;;25;Mutation;3514: De Vaux et al. (2013) "The Caenorhabditis elegans LET-418/Mi2 plays a conserved role in lifespan regulation."  Aging Cell 12(6):1012-1020 (23815345)
954;172088;let-502;LEThal;Caenorhabditis elegans;;C10H11.9;;;decrease;RNAi led to 30% decrease in mean lifespan;pro;;30;RNA interference post development;2425: Ayyadevara et al. (2009) "Caenorhabditis elegans PI3K mutants reveal novel genes underlying exceptional stress resistance and lifespan."  Aging Cell 8(6):706-725 (19764929)
407;178104;let-60;LEThal;Caenorhabditis elegans;Cel.19758;ZK792.6;;;increase;Activating mutations weakly suppress constitutive dauer diapause in daf-2 and age-1 mutants and extend lifespan induced by mutation of daf-2.;;;;RNA interference;1517: Nanji et al. (2005) "LET-60 RAS modulates effects of insulin/IGF-1 signaling on development and aging in Caenorhabditis elegans."  Aging Cell 4(5):235-245 (16164423)
